d	fi	anom	count
0.01	0.392699	21	1000	
0.045	0.486947	170	1000	
0.015	1.11527	1000	1000	
0	1.03673	1000	1000	
0	0.84823	999	1000	
0.045	1.28805	1000	1000	
0.04	1.19381	1000	1000	
0.035	1.09956	1000	1000	
0.04	0.76969	933	1000	
0.03	0.125664	0	1000	
0.005	0.486947	195	1000	
0	0.204204	0	1000	
0	0.188496	0	1000	
0.005	1.13097	1000	1000	
0.01	0.738274	859	1000	
0.01	0.596903	439	1000	
0.04	0.958186	1000	1000	
0.005	0.534071	282	1000	
0.015	0.392699	20	1000	
0.01	0.376991	13	1000	
0.01	1.49226	1000	1000	
0.005	1.3823	1000	1000	
0.045	0.109956	0	1000	
0.015	1.49226	1000	1000	
0.005	0.329867	1	1000	
0	0.832522	990	1000	
0.02	1.28805	1000	1000	
0.01	1.09956	1000	1000	
0.02	1.22522	1000	1000	
0.04	0.361283	1	1000	
0.005	0.471239	149	1000	
0.03	0.565487	362	1000	
0.015	0.69115	766	1000	
0.01	1.22522	1000	1000	
0.005	1.16239	1000	1000	
0.025	1.41372	1000	1000	
0.045	0.471239	150	1000	
0.04	0.298451	0	1000	
0.025	0.0785398	0	1000	
0.035	1.13097	1000	1000	
0.02	0.376991	12	1000	
0.045	1.24093	1000	1000	
0	1.3823	1000	1000	
0.01	0.298451	0	1000	
0.035	0.314159	0	1000	
0.045	0.942478	1000	1000	
0	0.298451	0	1000	
0.04	0.753982	901	1000	
0.03	0.973894	1000	1000	
0.03	0.863938	996	1000	
0.025	0.879646	1000	1000	
0.045	1.25664	1000	1000	
0.04	1.02102	1000	1000	
0.03	1.39801	1000	1000	
0.035	0.942478	1000	1000	
0.02	0.644026	591	1000	
0.04	0.188496	0	1000	
0.04	1.03673	1000	1000	
0.045	1.14668	1000	1000	
0.045	0.314159	0	1000	
0.005	0.376991	16	1000	
0.045	0.298451	0	1000	
0.045	1.13097	1000	1000	
0.02	0.659734	636	1000	
0.015	0.581195	413	1000	
0.02	1.50796	1000	1000	
0.035	0.109956	0	1000	
0.01	0.471239	162	1000	
0.02	1.49226	1000	1000	
0.015	0.565487	343	1000	
0.03	0.015708	0	1000	
0.01	1.30376	1000	1000	
0.025	0.753982	890	1000	
0.005	1.20951	1000	1000	
0.045	0.282743	0	1000	
0.035	0.0942478	0	1000	
0.04	0.204204	0	1000	
0	1.11527	1000	1000	
0.015	1.39801	1000	1000	
0.03	0.84823	995	1000	
0	0.282743	0	1000	
0.02	0.92677	1000	1000	
0.045	0.565487	353	1000	
0.04	0.471239	144	1000	
0.095	0.738274	867	1000	
0.055	0.816814	986	1000	
0.065	1.00531	1000	1000	
0.09	0.722566	853	1000	
0.055	0.895354	999	1000	
0.065	1.08385	1000	1000	
0.085	1.3823	1000	1000	
0.05	0.722566	844	1000	
0.06	0.15708	0	1000	
0.075	1.19381	1000	1000	
0.055	0.0628319	0	1000	
0.09	1.55509	1000	1000	
0.085	0.628319	588	1000	
0.085	1.46084	1000	1000	
0.07	0.267035	0	1000	
0.05	1.55509	1000	1000	
0.06	0.911062	1000	1000	
0.09	1.47655	1000	1000	
0.095	0.816814	986	1000	
0.065	0.251327	0	1000	
0.075	0.439823	92	1000	
0.08	0.534071	281	1000	
0.075	0.361283	7	1000	
0.07	1.1781	1000	1000	
0.065	0.172788	0	1000	
0.06	0.0785398	0	1000	
0.075	1.27235	1000	1000	
0.07	0.345575	2	1000	
0.07	1.09956	1000	1000	
0.085	0.549779	355	1000	
0.08	1.36659	1000	1000	
0.05	0.801106	970	1000	
0.08	0.455531	114	1000	
0.06	0.989602	1000	1000	
0.09	0.644026	645	1000	
0.08	1.28805	1000	1000	
0.06	1.44513	1000	1000	
0.075	0.15708	0	1000	
0.05	0.518363	245	1000	
0.065	1.33518	1000	1000	
0.07	0.895354	999	1000	
0.075	0.989602	1000	1000	
0.05	1.25664	1000	1000	
0.08	1.08385	1000	1000	
0.06	0.706858	806	1000	
0.095	1.27235	1000	1000	
0.095	1.06814	1000	1000	
0.055	0.612611	512	1000	
0.085	1.1781	1000	1000	
0.055	1.35088	1000	1000	
0.09	0.345575	4	1000	
0.055	0.314159	0	1000	
0.095	0.534071	304	1000	
0.075	1.52367	1000	1000	
0.05	1.35088	1000	1000	
0.07	0.0628319	0	1000	
0.07	1.42942	1000	1000	
0.07	0.361283	6	1000	
0.075	0.895354	998	1000	
0.06	0.408407	43	1000	
0.08	0.785398	966	1000	
0.09	1.27235	1000	1000	
0.07	0.596903	483	1000	
0.085	1.08385	1000	1000	
0.05	1.05243	1000	1000	
0.09	0.973894	1000	1000	
0.08	0.251327	0	1000	
0.065	0.801106	971	1000	
0.055	0.518363	250	1000	
0.085	0.251327	0	1000	
0.06	0.172788	0	1000	
0.055	1.14668	1000	1000	
0.06	0.612611	499	1000	
0.08	0.989602	1000	1000	
0.08	0.549779	319	1000	
0.08	0.15708	0	1000	
0.065	0.502655	221	1000	
0.09	1.1781	1000	1000	
0.065	1.09956	1000	1000	
0.095	0	0	1000	
0.09	0.439823	82	1000	
0.075	0.455531	110	1000	
0.055	0.911062	1000	1000	
0.065	1.53938	1000	1000	
0.075	0.0628319	0	1000	
0.075	1.28805	1000	1000	
0.085	1.47655	1000	1000	
0.095	0.439823	105	1000	
0.095	0.235619	0	1000	
0.085	0.879646	998	1000	
0.07	1.19381	1000	1000	
0.075	0.69115	769	1000	
0.095	1.36659	1000	1000	
0.085	0.345575	8	1000	
0.06	1.24093	1000	1000	
0.065	0.706858	816	1000	
0.06	1.53938	1000	1000	
0.05	0.424115	60	1000	
0.065	0.267035	0	1000	
0.09	0.141372	0	1000	
0.05	0.816814	985	1000	
0.055	1.44513	1000	1000	
0.09	0.738274	869	1000	
0.06	1.00531	1000	1000	
0.055	0.0785398	0	1000	
0.07	0.801106	974	1000	
0.095	0.832522	994	1000	
0.08	1.3823	1000	1000	
0.085	0.0471239	0	1000	
0.085	0.644026	643	1000	
0.05	0.219911	0	1000	
0.075	1.13097	1000	1000	
0.08	0.392699	24	1000	
0.05	1.49226	1000	1000	
0.06	0.84823	988	1000	
0.085	1.31947	1000	1000	
0.065	0.942478	1000	1000	
0.095	1.50796	1000	1000	
0.075	0.298451	0	1000	
0.065	0.109956	0	1000	
0.07	0.204204	0	1000	
0.09	0.581195	449	1000	
0.06	0.015708	0	1000	
0.095	0.675442	726	1000	
0.055	0.753982	903	1000	
0.08	1.22522	1000	1000	
0.085	0.486947	191	1000	
0.09	1.41372	1000	1000	
0.05	0.659734	659	1000	
0.075	1.33518	1000	1000	
0.06	0.219911	0	1000	
0.07	1.03673	1000	1000	
0.095	0.0471239	0	1000	
0.085	0.69115	742	1000	
0.085	1.33518	1000	1000	
0.07	1.05243	1000	1000	
0.065	0.958186	1000	1000	
0.075	1.14668	1000	1000	
0.06	1.05243	1000	1000	
0.075	0.314159	0	1000	
0.065	0.125664	0	1000	
0.05	1.50796	1000	1000	
0.05	0.675442	710	1000	
0.07	0.439823	97	1000	
0.055	0.76969	941	1000	
0.08	1.44513	1000	1000	
0.055	0.958186	1000	1000	
0.08	0.596903	469	1000	
0.085	0.502655	208	1000	
0.05	0.863938	998	1000	
0.08	1.24093	1000	1000	
0.09	0.596903	496	1000	
0.085	1.53938	1000	1000	
0.065	0.314159	0	1000	
0.05	0.895354	1000	1000	
0.08	0.408407	34	1000	
0.07	0.219911	0	1000	
0.06	0.0314159	0	1000	
0.09	1.42942	1000	1000	
0.065	0.345575	3	1000	
0.055	0.973894	1000	1000	
0.05	0.0628319	0	1000	
0.065	0.329867	2	1000	
0.095	1.52367	1000	1000	
0.095	0.69115	773	1000	
0.075	0.534071	306	1000	
0.06	0.863938	999	1000	
0.06	0.251327	0	1000	
0.06	1.08385	1000	1000	
0.085	1.55509	1000	1000	
0.075	1.36659	1000	1000	
0.095	0.895354	1000	1000	
0.095	0.0628319	0	1000	
0.07	0.424115	66	1000	
0.09	0.801106	970	1000	
0.09	1.49226	1000	1000	
0.075	1.25664	1000	1000	
0.055	0.0471239	0	1000	
0.065	0.188496	0	1000	
0.095	0.785398	959	1000	
0.07	1.11527	1000	1000	
0.085	1.42942	1000	1000	
0.065	1.02102	1000	1000	
0.085	0.581195	421	1000	
0.09	0.675442	746	1000	
0.055	0.015708	0	1000	
0.055	0.0314159	0	1000	
0.055	0	0	1000	
0.07	0.329867	0	1000	
0.095	0.801106	977	1000	
0.05	0.785398	959	1000	
0.08	1.33518	1000	1000	
0.09	1.52367	1000	1000	
0.06	0.973894	1000	1000	
0.095	0.76969	958	1000	
0.065	1.05243	1000	1000	
0.06	0.942478	1000	1000	
0.09	1.53938	1000	1000	
0.07	0.282743	0	1000	
0.06	0.125664	0	1000	
0.075	1.24093	1000	1000	
0.075	0.408407	48	1000	
0.06	0.141372	0	1000	
0.075	1.20951	1000	1000	
0.05	0.753982	912	1000	
0.075	0.376991	17	1000	
0.055	0.832522	990	1000	
0.085	0.596903	483	1000	
0.08	0.502655	242	1000	
0.08	1.35088	1000	1000	
0.07	1.13097	1000	1000	
0.085	1.39801	1000	1000	
0.07	0.314159	0	1000	
0.075	1.22522	1000	1000	
0.07	0.298451	0	1000	
0.06	0.92677	999	1000	
0.085	0.612611	530	1000	
0.085	0.565487	395	1000	
0.075	0.424115	70	1000	
0.08	0.471239	146	1000	
0.055	0.84823	996	1000	
0.09	1.50796	1000	1000	
0.065	1.03673	1000	1000	
0.09	0.659734	684	1000	
0.05	0.738274	876	1000	
0.09	0.706858	827	1000	
0.06	0.958186	1000	1000	
0.055	0.879646	1000	1000	
0.065	0.235619	0	1000	
0.05	0.76969	919	1000	
0.08	1.30376	1000	1000	
0.085	1.44513	1000	1000	
0.07	1.16239	1000	1000	
0.08	0.518363	273	1000	
0.065	0.204204	0	1000	
0.095	0.753982	922	1000	
0.08	0.486947	169	1000	
0.07	1.14668	1000	1000	
0.09	0.69115	760	1000	
0.08	1.31947	1000	1000	
0.055	0.863938	999	1000	
0.065	0.219911	0	1000	
0.065	1.06814	1000	1000	
0.06	0.0942478	0	1000	
0.06	0.109956	0	1000	
0.085	1.41372	1000	1000	
0.075	0.392699	31	1000	
0.08	0.345575	3	1000	
0.09	0.518363	255	1000	
0.05	0.612611	507	1000	
0.055	0.69115	751	1000	
0.095	1.44513	1000	1000	
0.06	0.801106	973	1000	
0.095	0.659734	692	1000	
0.08	1.20951	1000	1000	
0.085	0.439823	93	1000	
0.05	1.46084	1000	1000	
0.075	1.09956	1000	1000	
0.095	0.628319	601	1000	
0.06	0	0	1000	
0.055	1.52367	1000	1000	
0.085	0.455531	117	1000	
0.07	0.973894	1000	1000	
0.065	0.0785398	0	1000	
0.095	1.49226	1000	1000	
0.08	0.329867	4	1000	
0.055	1.53938	1000	1000	
0.065	0.92677	999	1000	
0.075	1.08385	1000	1000	
0.09	0.565487	386	1000	
0.06	0.832522	995	1000	
0.075	0.235619	0	1000	
0.055	0.722566	847	1000	
0.09	1.36659	1000	1000	
0.055	1.55509	1000	1000	
0.095	1.47655	1000	1000	
0.075	0.251327	0	1000	
0.08	1.16239	1000	1000	
0.09	1.3823	1000	1000	
0.09	0.549779	350	1000	
0.085	1.28805	1000	1000	
0.08	0.376991	19	1000	
0.08	1.1781	1000	1000	
0.07	0.188496	0	1000	
0.085	1.30376	1000	1000	
0.065	0.0942478	0	1000	
0.09	0.534071	317	1000	
0.07	0.141372	0	1000	
0.07	1.00531	1000	1000	
0.065	0.0471239	0	1000	
0.055	0.738274	869	1000	
0.07	1.02102	1000	1000	
0.075	0.267035	0	1000	
0.07	0.15708	0	1000	
0.065	0.879646	997	1000	
0.095	0.612611	530	1000	
0.055	0.706858	783	1000	
0.065	0.911062	1000	1000	
0.07	0.989602	1000	1000	
0.085	1.27235	1000	1000	
0.075	1.11527	1000	1000	
0.09	1.39801	1000	1000	
0.09	1.35088	1000	1000	
0.05	0.596903	448	1000	
0.085	1.25664	1000	1000	
0.065	0.0628319	0	1000	
0.08	1.19381	1000	1000	
0.07	0.172788	0	1000	
0.075	0.282743	0	1000	
0.05	0.628319	565	1000	
0.065	0.895354	1000	1000	
0.095	1.46084	1000	1000	
0.08	0.361283	5	1000	
0.06	0.816814	983	1000	
0.05	0.644026	612	1000	
0.06	0.785398	950	1000	
0.085	0.424115	69	1000	
0.05	1.47655	1000	1000	
0.05	1.42942	1000	1000	
0.095	0.644026	639	1000	
0.075	1.06814	1000	1000	
0.05	1.44513	1000	1000	
0.05	1.36659	1000	1000	
0.085	0.471239	170	1000	
0.055	0.628319	602	1000	
0.095	1.3823	1000	1000	
0.06	1.55509	1000	1000	
0.095	0.549779	370	1000	
0.075	0.816814	990	1000	
0.09	1.28805	1000	1000	
0.08	0.0628319	0	1000	
0.085	0.141372	0	1000	
0.095	1.1781	1000	1000	
0.065	1.42942	1000	1000	
0.08	0.267035	0	1000	
0.07	0.0785398	0	1000	
0.09	1.11527	1000	1000	
0.05	0.345575	2	1000	
0.085	0.188496	0	1000	
0.055	0.424115	66	1000	
0.055	0.439823	83	1000	
0.085	0.172788	0	1000	
0.07	1.52367	1000	1000	
0.055	0.455531	105	1000	
0.07	0.69115	765	1000	
0.085	0.15708	0	1000	
0.095	1.16239	1000	1000	
0.055	1.24093	1000	1000	
0.055	0.408407	33	1000	
0.09	1.09956	1000	1000	
0.08	0.92677	999	1000	
0.05	0.361283	4	1000	
0.06	0.549779	323	1000	
0.095	1.19381	1000	1000	
0.08	0.0942478	0	1000	
0.05	1.19381	1000	1000	
0.065	1.44513	1000	1000	
0.095	1.20951	1000	1000	
0.09	1.08385	1000	1000	
0.07	0.722566	857	1000	
0.05	1.16239	1000	1000	
0.085	1.00531	1000	1000	
0.085	0.989602	1000	1000	
0.095	0.361283	14	1000	
0.06	1.35088	1000	1000	
0.06	0.502655	218	1000	
0.09	0.282743	0	1000	
0.07	0.738274	899	1000	
0.075	0	0	1000	
0.065	0.644026	617	1000	
0.09	1.06814	1000	1000	
0.07	0.706858	828	1000	
0.08	1.11527	1000	1000	
0.05	0.314159	0	1000	
0.06	1.36659	1000	1000	
0.07	0.0942478	0	1000	
0.065	1.46084	1000	1000	
0.065	1.47655	1000	1000	
0.075	0.832522	992	1000	
0.065	0.596903	476	1000	
0.05	0.329867	1	1000	
0.085	1.20951	1000	1000	
0.065	0.612611	516	1000	
0.055	1.46084	1000	1000	
0.085	0.973894	1000	1000	
0.08	1.09956	1000	1000	
0.055	1.25664	1000	1000	
0.06	0.518363	253	1000	
0.06	1.33518	1000	1000	
0.06	0.534071	277	1000	
0.095	0.345575	4	1000	
0.05	1.1781	1000	1000	
0.06	0.722566	834	1000	
0.07	0.911062	999	1000	
0.075	1.00531	1000	1000	
0.08	0.895354	1000	1000	
0.055	0.644026	623	1000	
0.08	0.911062	1000	1000	
0.07	1.53938	1000	1000	
0.075	0.801106	977	1000	
0.08	0.0785398	0	1000	
0.09	0.267035	0	1000	
0.055	1.27235	1000	1000	
0.08	0.879646	998	1000	
0.05	0.549779	337	1000	
0.05	1.14668	1000	1000	
0.09	0.235619	0	1000	
0.075	0.188496	0	1000	
0.07	1.55509	1000	1000	
0.085	0.361283	11	1000	
0.09	0.455531	129	1000	
0.08	0.0471239	0	1000	
0.085	1.19381	1000	1000	
0.09	0.251327	0	1000	
0.06	1.3823	1000	1000	
0.055	1.28805	1000	1000	
0.075	0.785398	960	1000	
0.095	1.39801	1000	1000	
0.065	0.832522	987	1000	
0.095	0.329867	0	1000	
0.075	1.02102	1000	1000	
0.085	0.376991	13	1000	
0.065	0.628319	557	1000	
0.075	0.172788	0	1000	
0.085	1.02102	1000	1000	
0.05	0.534071	269	1000	
0.065	0.816814	988	1000	
0.095	0.376991	18	1000	
0.065	0	0	1000	
0.055	0.15708	0	1000	
0.05	0.0314159	0	1000	
0.09	0.816814	983	1000	
0.08	0.612611	530	1000	
0.05	0.0471239	0	1000	
0.07	0.408407	47	1000	
0.06	1.06814	1000	1000	
0.06	0.235619	0	1000	
0.065	1.16239	1000	1000	
0.085	1.52367	1000	1000	
0.065	1.14668	1000	1000	
0.095	0.911062	1000	1000	
0.065	1.1781	1000	1000	
0.075	0.502655	219	1000	
0.095	0.0785398	0	1000	
0.07	1.27235	1000	1000	
0.055	0.361283	4	1000	
0.07	1.25664	1000	1000	
0.05	0.879646	1000	1000	
0.06	1.31947	1000	1000	
0.055	0.141372	0	1000	
0.07	1.24093	1000	1000	
0.055	1.19381	1000	1000	
0.055	0.989602	1000	1000	
0.08	0.832522	992	1000	
0.08	1.46084	1000	1000	
0.095	1.11527	1000	1000	
0.085	0.722566	848	1000	
0.09	0.785398	958	1000	
0.055	0.125664	0	1000	
0.065	0.549779	339	1000	
0.05	0.267035	0	1000	
0.075	1.35088	1000	1000	
0.08	0.628319	570	1000	
0.07	0.675442	718	1000	
0.075	0.518363	262	1000	
0.085	0.92677	1000	1000	
0.08	0	0	1000	
0.075	0.738274	883	1000	
0.08	1.42942	1000	1000	
0.085	0.125664	0	1000	
0.095	0.879646	999	1000	
0.07	1.47655	1000	1000	
0.05	1.09956	1000	1000	
0.065	1.36659	1000	1000	
0.09	1.05243	1000	1000	
0.075	1.55509	1000	1000	
0.08	0.816814	986	1000	
0.055	0.392699	24	1000	
0.06	0.738274	870	1000	
0.06	0.486947	186	1000	
0.06	1.28805	1000	1000	
0.09	0.172788	0	1000	
0.065	1.3823	1000	1000	
0.06	0.455531	94	1000	
0.07	1.46084	1000	1000	
0.06	0.439823	97	1000	
0.05	1.13097	1000	1000	
0.085	0.958186	1000	1000	
0.085	0.706858	831	1000	
0.055	0.345575	1	1000	
0.055	1.47655	1000	1000	
0.055	1.22522	1000	1000	
0.075	1.42942	1000	1000	
0.075	0.973894	999	1000	
0.065	0.785398	953	1000	
0.09	0.502655	241	1000	
0.08	0.0314159	0	1000	
0.09	0.219911	0	1000	
0.08	0.424115	65	1000	
0.075	0.76969	937	1000	
0.065	1.41372	1000	1000	
0.075	0.628319	573	1000	
0.055	1.49226	1000	1000	
0.085	0	0	1000	
0.08	0.314159	0	1000	
0.06	1.19381	1000	1000	
0.09	0.911062	1000	1000	
0.09	0.0471239	0	1000	
0.08	1.53938	1000	1000	
0.065	0.0314159	0	1000	
0.08	1.13097	1000	1000	
0.07	0.125664	0	1000	
0.05	0.141372	0	1000	
0.085	0.329867	1	1000	
0.055	0.251327	0	1000	
0.06	0.879646	1000	1000	
0.085	1.35088	1000	1000	
0.075	1.05243	1000	1000	
0.05	0.565487	394	1000	
0.07	0.879646	999	1000	
0.06	0.76969	929	1000	
0.065	0.84823	994	1000	
0.055	0.659734	668	1000	
0.095	0.973894	1000	1000	
0.09	1.44513	1000	1000	
0.07	1.06814	1000	1000	
0.055	1.42942	1000	1000	
0.07	0.502655	205	1000	
0.065	0.141372	0	1000	
0.05	0.172788	0	1000	
0.08	1.27235	1000	1000	
0.08	1.52367	1000	1000	
0.07	1.3823	1000	1000	
0.065	0.863938	992	1000	
0.095	0.15708	0	1000	
0.06	0.753982	898	1000	
0.085	0.534071	306	1000	
0.05	0.973894	1000	1000	
0.05	0.15708	0	1000	
0.07	0.534071	288	1000	
0.08	0.235619	0	1000	
0.05	1.00531	1000	1000	
0.09	0.628319	616	1000	
0.06	0.895354	997	1000	
0.08	1.25664	1000	1000	
0.06	0.0471239	0	1000	
0.095	0.706858	817	1000	
0.07	0.235619	0	1000	
0.09	1.30376	1000	1000	
0.055	1.50796	1000	1000	
0.08	0.706858	809	1000	
0.085	0.801106	976	1000	
0.085	1.36659	1000	1000	
0.07	0.958186	1000	1000	
0.065	0.015708	0	1000	
0.05	0.125664	0	1000	
0.085	0.832522	990	1000	
0.065	1.24093	1000	1000	
0.085	0.408407	42	1000	
0.055	0.675442	719	1000	
0.085	0.785398	970	1000	
0.09	0.0785398	0	1000	
0.055	1.09956	1000	1000	
0.09	0.895354	1000	1000	
0.095	0.188496	0	1000	
0.09	1.31947	1000	1000	
0.055	1.06814	1000	1000	
0.08	0.738274	900	1000	
0.06	0.314159	0	1000	
0.07	1.35088	1000	1000	
0.055	1.08385	1000	1000	
0.065	0.424115	53	1000	
0.07	0.549779	323	1000	
0.075	0.345575	1	1000	
0.065	0.973894	1000	1000	
0.075	0.219911	0	1000	
0.05	1.53938	1000	1000	
0.08	0.282743	0	1000	
0.06	0.69115	735	1000	
0.08	1.55509	1000	1000	
0.065	1.27235	1000	1000	
0.06	0.345575	2	1000	
0.085	0.518363	272	1000	
0.075	0.596903	460	1000	
0.08	1.14668	1000	1000	
0.07	0.942478	999	1000	
0.08	0.69115	773	1000	
0.075	1.44513	1000	1000	
0.05	1.41372	1000	1000	
0.055	0.219911	0	1000	
0.095	1.53938	1000	1000	
0.065	0.15708	0	1000	
0.05	0.69115	756	1000	
0.095	1.41372	1000	1000	
0.095	0.596903	465	1000	
0.095	1.35088	1000	1000	
0.09	0.0628319	0	1000	
0.09	0.0942478	0	1000	
0.075	1.46084	1000	1000	
0.095	0.565487	402	1000	
0.09	0.612611	545	1000	
0.07	0.518363	235	1000	
0.08	1.06814	1000	1000	
0.075	0.141372	0	1000	
0.055	0.235619	0	1000	
0.095	0.722566	857	1000	
0.08	0.298451	0	1000	
0.085	1.22522	1000	1000	
0.06	1.16239	1000	1000	
0.095	0.172788	0	1000	
0.07	1.36659	1000	1000	
0.075	0.204204	0	1000	
0.05	0.706858	789	1000	
0.07	1.33518	1000	1000	
0.08	0.439823	106	1000	
0.09	0.879646	999	1000	
0.09	0.92677	1000	1000	
0.07	0.251327	0	1000	
0.075	1.03673	1000	1000	
0.055	0.267035	0	1000	
0.095	1.55509	1000	1000	
0.095	0.581195	442	1000	
0.06	1.14668	1000	1000	
0.095	1.00531	999	1000	
0.085	1.24093	1000	1000	
0.09	1.25664	1000	1000	
0.09	0.486947	195	1000	
0.055	0.785398	961	1000	
0.055	1.05243	1000	1000	
0.095	0.518363	257	1000	
0.05	0.502655	220	1000	
0.085	0.392699	30	1000	
0.07	0.109956	0	1000	
0.075	1.16239	1000	1000	
0.09	0.424115	51	1000	
0.095	1.02102	1000	1000	
0.055	0.596903	463	1000	
0.09	1.33518	1000	1000	
0.065	0.455531	112	1000	
0.065	1.25664	1000	1000	
0.06	0.329867	0	1000	
0.05	1.08385	1000	1000	
0.075	1.1781	1000	1000	
0.095	0.989602	1000	1000	
0.05	0.958186	1000	1000	
0.075	0.612611	522	1000	
0.09	1.46084	1000	1000	
0.065	0.439823	98	1000	
0.095	1.42942	1000	1000	
0.065	1.28805	1000	1000	
0.065	0.408407	48	1000	
0.055	1.1781	1000	1000	
0.065	0.989602	1000	1000	
0.075	1.47655	1000	1000	
0.06	0.0628319	0	1000	
0.05	1.52367	1000	1000	
0.095	0.141372	0	1000	
0.05	0.989602	1000	1000	
0.075	0.644026	619	1000	
0.085	1.16239	1000	1000	
0.085	0.816814	982	1000	
0.075	0.329867	1	1000	
0.08	0.722566	842	1000	
0.07	1.08385	1000	1000	
0.06	0.361283	4	1000	
0.05	1.39801	1000	1000	
0.05	1.33518	1000	1000	
0.05	0.581195	426	1000	
0.06	1.27235	1000	1000	
0.095	1.09956	1000	1000	
0.07	0.628319	584	1000	
0.06	1.52367	1000	1000	
0.09	1.00531	1000	1000	
0.07	0.0471239	0	1000	
0.055	0.801106	986	1000	
0.06	1.1781	1000	1000	
0.05	0.251327	0	1000	
0.05	1.3823	1000	1000	
0.095	0.267035	0	1000	
0.085	0.0785398	0	1000	
0.085	0.911062	1000	1000	
0.09	0.863938	996	1000	
0.065	0.534071	291	1000	
0.055	1.36659	1000	1000	
0.075	0.722566	857	1000	
0.07	0.785398	964	1000	
0.08	1.05243	1000	1000	
0.07	0.92677	999	1000	
0.085	0.204204	0	1000	
0.06	0.675442	724	1000	
0.09	0.471239	155	1000	
0.065	1.55509	1000	1000	
0.09	0.329867	3	1000	
0.08	0.942478	1000	1000	
0.075	1.3823	1000	1000	
0.07	0.455531	116	1000	
0.075	1.49226	1000	1000	
0.095	1.33518	1000	1000	
0.075	0.675442	729	1000	
0.065	1.30376	1000	1000	
0.095	0.125664	0	1000	
0.085	0.659734	652	1000	
0.06	0.628319	546	1000	
0.085	0.298451	0	1000	
0.075	0.0314159	0	1000	
0.055	1.33518	1000	1000	
0.05	0.439823	74	1000	
0.06	0.659734	662	1000	
0.06	0.188496	0	1000	
0.085	0.895354	999	1000	
0.05	1.22522	1000	1000	
0.08	1.49226	1000	1000	
0.065	1.13097	1000	1000	
0.08	1.47655	1000	1000	
0.075	0.911062	1000	1000	
0.075	1.50796	1000	1000	
0.095	0.455531	140	1000	
0.055	1.39801	1000	1000	
0.09	0.15708	0	1000	
0.06	1.02102	1000	1000	
0.07	0.015708	0	1000	
0.075	0.863938	998	1000	
0.065	1.35088	1000	1000	
0.08	0.141372	0	1000	
0.075	0.84823	997	1000	
0.07	0.816814	988	1000	
0.085	1.05243	1000	1000	
0.065	1.31947	1000	1000	
0.065	0.753982	912	1000	
0.06	0.282743	0	1000	
0.07	1.41372	1000	1000	
0.055	1.11527	1000	1000	
0.06	0.596903	478	1000	
0.065	0.486947	181	1000	
0.095	0.863938	994	1000	
0.09	0.84823	995	1000	
0.085	0.015708	0	1000	
0.075	1.53938	1000	1000	
0.05	0.486947	161	1000	
0.07	0.471239	173	1000	
0.065	0.675442	725	1000	
0.085	1.50796	1000	1000	
0.08	0.172788	0	1000	
0.075	0.942478	1000	1000	
0.065	0.282743	0	1000	
0.07	0.84823	993	1000	
0.065	0.298451	0	1000	
0.09	0.125664	0	1000	
0.075	1.31947	1000	1000	
0.085	0.675442	743	1000	
0.05	1.27235	1000	1000	
0.08	0.76969	934	1000	
0.06	0.267035	0	1000	
0.09	0.392699	29	1000	
0.06	0.644026	580	1000	
0.145	0.738274	924	1000	
0.08	0.188496	0	1000	
0.105	0.816814	987	1000	
0.095	0.0942478	0	1000	
0.07	1.30376	1000	1000	
0.065	1.20951	1000	1000	
0.05	0	0	1000	
0.095	1.30376	1000	1000	
0.05	0.471239	158	1000	
0.095	1.14668	1000	1000	
0.065	0.376991	16	1000	
0.055	0.942478	1000	1000	
0.06	0.204204	0	1000	
0.07	0.863938	999	1000	
0.07	1.20951	1000	1000	
0.08	0.659734	694	1000	
0.085	1.06814	1000	1000	
0.07	0	0	1000	
0.05	1.20951	1000	1000	
0.065	0.471239	150	1000	
0.07	0.76969	927	1000	
0.095	1.08385	1000	1000	
0.05	0.911062	998	1000	
0.055	0.502655	217	1000	
0.095	0.408407	47	1000	
0.095	0.0314159	0	1000	
0.05	1.24093	1000	1000	
0.065	1.50796	1000	1000	
0.115	1.00531	1000	1000	
0.09	1.13097	1000	1000	
0.09	1.20951	1000	1000	
0.105	0.895354	998	1000	
0.06	0.392699	20	1000	
0.09	1.14668	1000	1000	
0.06	1.13097	1000	1000	
0.07	1.31947	1000	1000	
0.095	0.219911	0	1000	
0.055	1.00531	1000	1000	
0.095	0.502655	239	1000	
0.115	1.08385	1000	1000	
0.055	1.31947	1000	1000	
0.075	1.39801	1000	1000	
0.075	0.565487	376	1000	
0.085	0.738274	874	1000	
0.075	0.92677	1000	1000	
0.07	0.565487	381	1000	
0.06	1.11527	1000	1000	
0.11	0.15708	0	1000	
0.07	0.581195	399	1000	
0.14	0.722566	871	1000	
0.07	0.0314159	0	1000	
0.055	1.02102	1000	1000	
0.085	1.03673	1000	1000	
0.05	0.0942478	0	1000	
0.09	0.832522	995	1000	
0.135	0.628319	610	1000	
0.05	0.235619	0	1000	
0.085	0.0314159	0	1000	
0.075	0.015708	0	1000	
0.135	1.3823	1000	1000	
0.065	1.49226	1000	1000	
0.085	0.76969	945	1000	
0.14	1.55509	1000	1000	
0.05	0.942478	1000	1000	
0.055	0.534071	311	1000	
0.09	0.376991	10	1000	
0.08	0.675442	700	1000	
0.065	0.738274	886	1000	
